0.1911, 0.9101
0.1414, -1.0401
0.9007, -0.0631
0.8719, -0.6622
-0.0575, -1.2323
-0.1252, 1.2990
-0.5032, -1.3833
0.6481, -0.7907
-1.3921, -0.7870
0.1951, 0.5324
-1.0202, -0.2534
1.5494, -0.0371
-0.9899, -0.3302
-1.0888, 0.2883
-0.7302, 0.3160
1.6679, -1.0266
0.4674, 0.4274
1.3317, 0.0174
0.7746, 0.7237
-0.5688, -0.9274
0.0528, 0.6981
-1.2809, 0.6188
0.0165, 0.2569
-1.8651, 0.5881
0.6053, -0.9666
-2.2527, 1.1005
0.8596, -0.6994
1.4733, 1.4501
-0.6367, -0.7749
0.1333, 0.8566
-1.6658, -0.6275
-0.1571, 0.3246
-1.5380, 0.8482
0.3811, 0.4679
0.5365, 1.1040
-2.3584, -0.3695
-0.9639, -1.1244
-0.6203, -3.1231
0.3435, -0.8618
0.8394, -2.1327
1.0207, -0.8421
0.3389, 0.1686
0.9859, -0.1801
0.8973, -1.7422
0.7629, -1.8601
-0.1740, -1.0937
-0.6788, 0.2676
-0.9851, -1.3825
1.7935, 0.2651
1.3824, -1.0017
2.0265, 0.7747
-0.6815, 0.7432
1.4258, -0.7973
-1.2906, 0.4736
0.4345, 0.1132
-0.2183, -0.6195
-2.7823, 0.9155
1.5768, -0.9497
0.2285, -0.0022
-0.3184, -0.7607
0.4219, -2.1782
0.4032, -0.9326
0.1651, -1.1623
-0.5844, -0.9087
0.0515, -1.0530
0.5639, -0.3225
1.2701, 0.4470
-0.6874, -0.2693
-0.4113, -1.4301
0.2610, 1.4957
-0.7722, -0.0484
1.3077, -1.0619
-1.2593, 0.1849
0.6944, -0.4571
1.8663, 1.4596
1.3514, -0.3461
-1.0342, -0.7506
-0.8999, -2.0678
-0.7819, 1.1583
-1.5355, 2.1003
0.0689, -0.8642
2.1035, 0.4978
-0.1911, -0.7380
1.2172, 0.4228
0.3277, 0.7484
0.7792, 0.0328
-1.3825, -0.1765
-0.8598, 1.0444
1.8705, -0.3864
-0.2523, 0.4889
0.0336, -3.1775
-0.2548, -0.1986
1.0404, -1.5523
1.5862, 0.8225
-2.1787, 0.5762
1.1572, 0.0269
-0.3038, -0.8023
0.6267, -1.7692
0.0030, -0.7040
-0.4473, -2.3971
0.0708, -1.0472
-0.6060, 1.0237
-0.3935, -1.7698
-0.1323, -0.5829
0.4619, -1.5388
-0.3242, 1.9609
-1.9039, 2.3621
-2.2388, -1.3428
0.2581, 0.8496
0.6178, -1.7546
-0.2837, 0.5814
-0.2056, -1.9089
-2.2845, 0.4952
-0.1286, -0.0188
1.5849, -0.6505
-0.3166, -0.5460
0.6850, -0.0184
0.4768, 1.3194
-1.0024, 0.9554
-1.1377, -0.4218
0.4884, 0.9513
0.4749, 1.0596
1.1116, 2.1977
-0.2723, 0.2107
-0.3215, -3.4860
0.9849, 1.4224
-0.9681, -0.5873
-0.9243, 0.9815
0.2092, 0.1332
0.5451, -0.5003
1.0649, 0.8886
1.1474, 0.0367
-1.4567, 1.1865
1.3910, -2.2312
-0.4474, -0.8618
0.1877, -0.8735
-1.1890, -0.2266
0.8858, -1.8173
0.7455, -0.5274
1.2715, -1.4770
0.0223, 0.4984
-0.5870, 1.9812
-1.3581, -0.8462
-1.7129, -0.6781
-0.6158, 0.2732
-0.1798, 1.9929
1.7795, -0.5128
0.7270, -2.4809
0.0384, 0.5794
-0.6230, 0.1424
-1.5656, 1.2615
-0.2303, 1.9100
-0.9847, -0.2394
0.3356, 0.2010
0.6798, -0.4762
0.7438, 0.7542
-0.1547, -0.3691
-2.1676, -0.6466
-0.4207, -0.5309
-0.0047, 0.7586
2.0528, 0.7786
0.3451, -1.4164
0.5463, 1.1946
0.8279, 0.8478
-1.0272, -1.0209
0.8818, -1.4867
-0.5040, 0.7105
0.4983, 0.0136
1.3067, 0.1137
0.4637, 0.4505
-1.8401, -0.0202
-0.3330, -0.0598
-1.2987, -0.9222
0.8297, -0.4429
-0.6030, 0.2090
-2.2492, -0.5672
0.9038, 1.2462
-0.8058, -1.3589
0.9696, -0.1508
0.3399, 0.1420
-1.1066, -0.3510
1.0490, -0.3214
0.5742, 0.9112
1.4362, 0.4983
-0.2170, -0.5074
1.1593, 0.5313
-1.0546, 0.2273
-0.7116, -0.1381
-1.9788, 0.0911
-0.9430, -0.2305
-0.0406, -0.4396
1.2325, -0.6236
1.5806, -0.5173
0.4206, 2.1244
2.7468, 0.8038
-1.9876, 1.0865
0.6817, 0.7849
-1.6365, 0.7950
0.7480, 1.9748
-2.3301, -0.4200
0.1768, -0.5525
0.1636, -0.2143
1.0693, 0.1760
-0.5209, 0.9353
-0.3292, -1.1324
-0.5247, 0.5292
-0.5109, 0.1013
-0.2876, 0.3410
0.6706, 1.1945
-1.2524, -0.0645
1.0418, -0.3995
-2.2886, -0.3223
-0.3189, 0.7188
-0.6855, 1.9636
-0.9283, -0.1280
-0.1261, -0.0189
0.7166, -0.3141
-1.9606, -0.4979
-0.3136, -0.3157
1.1206, 0.6908
0.2796, -1.0206
-1.3795, 0.7479
-0.1398, 0.9916
-1.4488, -0.3365
-1.6247, -0.5936
-0.2248, -2.4182
1.7625, -0.9110
0.0317, -1.7476
-0.6533, -1.5122
-1.2958, 0.6245
0.1209, 0.1539
0.3698, -0.2779
-0.7720, 0.1786
0.2398, -1.7391
0.2136, -1.4440
1.3359, 0.8032
-1.4037, -0.2470
0.4379, -0.2861
1.1478, 2.1400
1.2789, -0.9893
0.2297, 1.2287
-0.2522, 0.2604
-0.8457, 0.7374
0.5769, 0.5693
0.1382, -0.8488
1.3309, -1.2932
-0.8484, -0.6776
-0.4415, 0.8231
-1.7612, -0.8112
0.1543, 0.3043
1.3370, 0.8664
-0.4264, 0.6354
-1.7109, -1.2385
1.0551, 1.5380
-1.0695, -1.8298
1.3824, 0.4157
-0.8322, -0.7858
1.8189, -1.8693
1.2080, -0.6888
-0.2922, 2.2002
-0.9665, -1.1629
-2.0723, -2.8050
1.0132, 0.1533
-0.8805, -0.5494
2.6026, -0.7918
-0.7481, 0.3624
-0.5466, -0.1531
0.2396, -0.6815
0.3373, 0.0702
-0.0621, 1.2142
1.4992, -0.6986
-0.4213, 1.1874
-0.9176, -0.9899
-0.1347, -0.1285
1.3476, 0.4104
-1.1642, -1.0593
1.3255, 0.2223
0.0300, 0.0311
-0.8695, 0.1264
-0.2629, -0.9403
-0.8981, 1.1111
-0.0094, 0.1241
-0.2813, 1.5936
-1.4786, -0.3721
-0.3867, -1.2363
1.4120, 0.3469
-0.2592, -0.5775
-1.5312, -1.1384
0.4898, 0.0586
0.9765, -0.2634
0.1398, 1.0878
-0.3037, 1.0101
1.5970, 0.5879
-0.5542, -0.6216
0.3541, -0.7680
0.4139, 0.9257
-1.8241, -0.1778
-0.6193, -0.8878
0.5510, 0.3032
-0.6062, -0.1236
-0.9968, 0.1386
-0.7727, 0.7093
0.7670, -0.3604
-1.4848, -1.0833
-0.7018, 0.0782
-0.1734, -1.1069
-0.9675, 0.5720
0.7780, -0.2907
-0.3282, -0.1265
0.8277, -0.3942
-2.0631, 0.7866
0.5177, -1.5527
-0.5911, 0.5853
0.5900, -0.6987
0.0567, -0.8720
0.9759, -2.4345
-0.1443, -0.9973
-0.3751, 1.2256
-0.2351, 0.9571
-0.1993, -0.7300
-0.6247, 0.3629
-1.2928, -0.0187
-0.4491, 0.6805
1.2810, -1.0216
-1.4143, 0.0623
0.2391, 0.2043
0.1853, 1.1936
-1.6822, -1.1059
0.7487, 0.0359
1.2378, 1.1093
-0.3515, 1.3902
1.0913, -0.4803
-0.3764, -0.3565
-0.4535, -0.1483
0.8944, -1.0035
-0.4759, -1.3145
-1.6437, 0.0072
0.2336, -1.6470
0.3653, -1.6656
0.8920, 1.0381
0.0650, -1.6446
-2.1392, -0.5790
-0.5981, 1.5009
0.8172, 0.2263
0.5334, -0.0307
-0.4380, -1.7985
-2.0269, -0.9749
-1.2262, 1.4551
0.2211, -1.6548
-0.0525, 0.0308
-0.0100, 0.6865
-0.1455, -1.6417
0.8566, 1.8878
-0.7638, 1.8182
-0.5703, 1.1931
0.1687, -0.4471
0.3092, 0.5910
-1.5508, -0.5117
-0.2865, 1.1215
1.5745, 0.2638
-0.8749, -1.5779
1.1863, 0.2052
0.1393, 0.6118
0.0960, 0.8650
0.4715, -0.1133
-0.4634, -1.3429
1.2412, 0.0556
-1.5705, 0.8331
0.9608, 2.0337
-0.6288, -1.1381
2.0722, 1.1663
0.0847, 0.2008
0.9117, 0.3083
0.4140, -1.9430
-0.1374, -0.0544
-0.7619, 1.4415
-0.2789, -0.6600
0.8562, 0.9267
-1.3230, 0.9169
0.3263, 0.7555
-0.1996, -0.8272
-0.6863, 0.7495
-0.9433, -0.8884
-1.2654, 1.3765
0.0691, -1.0974
2.0145, 0.9260
0.9836, 1.3755
0.5150, 2.8258
-0.7275, -0.7889
-0.2310, -0.2576
-1.7419, 1.1923
0.0884, 1.8303
-0.0572, -0.4196
-1.7613, -0.3959
0.2054, -0.1967
0.7167, -0.1521
0.6521, 0.4721
0.2953, -0.2477
-0.3028, -0.7448
0.8499, 0.9759
-0.6301, -0.2063
-0.3453, -0.1221
0.9874, 2.0682
0.8196, -1.0687
0.1848, -0.6597
0.2741, 0.2609
0.5276, -0.3908
0.0242, -0.7242
-1.1123, -1.5192
0.2430, 0.2790
0.9510, 0.2795
-0.9011, -0.0747
0.3733, -0.8851
1.4917, 0.0902
0.7893, -0.0313
0.8965, 0.0690
0.5850, 0.7049
0.2953, 0.5823
0.9206, -0.2550
-0.0106, 1.8246
-1.6204, 0.3972
-0.4262, -0.9935
-2.0220, 0.0037
-1.1778, 0.4109
0.8046, -1.5012
0.7210, -1.7856
0.5537, -1.6817
1.1066, -1.8581
-1.0047, 1.2419
-1.4097, 0.7545
0.0160, -0.5910
0.7799, -1.6166
0.5485, 1.6455
0.3433, -2.0901
-0.5513, 1.0749
0.2100, -0.9974
-1.7151, 1.3186
-1.6726, 0.8891
-0.4771, 1.4769
0.7145, -0.2211
0.3364, 0.8281
0.9173, 0.6843
0.1105, 0.8751
-0.6321, -0.7818
0.3710, -2.5627
-0.2732, -0.1748
0.2330, 0.1641
0.3533, 1.2784
-1.0174, -2.3231
-0.3473, 0.3355
-0.7773, 0.2010
0.3942, -0.9021
-0.5263, -1.0886
-0.4500, -0.0239
-0.8218, 1.5103
0.8018, -0.8524
0.4699, 0.9806
1.2744, -1.1895
2.3556, 0.1945
2.2021, 1.0095
0.4737, -0.0414
-0.9473, 0.6093
-0.8043, -1.3874
-0.4927, 1.4725
-0.2114, 0.0330
-0.1562, -0.7678
-1.6560, 1.6768
-0.7991, -0.5774
0.9156, -0.4999
1.2000, -1.2549
1.1483, -0.2699
1.9744, -0.3255
1.0164, -0.2899
-1.7186, 0.6538
-0.0111, 0.5004
-0.0230, -0.3551
0.7807, 1.2107
-0.3399, 0.6216
0.7386, 1.9522
-0.5277, -1.2724
0.8351, -0.3614
-0.5124, 0.8127
0.2931, -0.0912
0.2497, 1.4065
-0.2949, -0.6759
-0.0204, -0.7728
0.5690, -0.6194
-2.5455, 1.4625
0.8050, 1.0478
1.2900, 0.7201
-0.9321, 0.1669
-0.4131, -0.9967
1.1671, -0.3828
-0.6133, 0.4019
0.1147, 0.4872
0.0676, 0.6445
0.1509, -1.7285
-1.4435, -0.3960
1.0339, -0.5618
1.7036, -0.1300
-0.3872, 0.9980
-2.2283, -1.3358
1.6473, -0.6143
-1.5964, -1.8291
-1.4391, 0.0633
-1.1916, 0.4551
-2.1032, 0.8686
0.9725, 0.1811
-1.8535, -0.3338
-0.3001, -1.6216
-0.6556, -0.1359
1.5780, -0.8832
-1.1577, -0.1455
-0.6677, 0.2864
2.5293, 0.9825
0.3358, -0.5197
1.7551, 0.4262
-1.1859, 0.5721
-0.5873, 3.4993
0.8006, -0.1837
0.8664, 0.3443
-1.4981, 1.9018
2.3462, -0.1421
0.0362, 0.5532
2.8611, -0.9367
-0.2744, 0.2813
-0.5034, -0.2790
0.3994, -1.2752
-1.1431, -1.0166
-2.4945, 1.2111
-2.0687, -0.2447
-0.2109, -0.2257
1.1961, 1.4681
0.1244, 0.3868
0.6289, 0.7089
1.1450, -1.9511
-0.2850, -0.3010
1.3838, -0.1518
-0.5443, -0.4564
1.3982, 0.7935
-0.7608, -1.6257
-0.1852, -0.9190
0.3086, 0.8205
0.9005, 0.1119
-0.0756, 1.9634
-0.8633, -0.0797
